user,device,time,battery_level,battery_status,battery_health,battery_adaptor
jd9INuQ5BBlW,3p83yASkOb_B,1578543736.218,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544093.701,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544093.868,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544100.219,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544100.374,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544109.752,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544109.896,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544119.198,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544119.347,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544127.433,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544127.618,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544136.941,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544141.596,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544220.24,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544220.377,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544229.592,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544230.377,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544252.975,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544255.807,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544318.486,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544327.619,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544503.298,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544503.548,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544513.707,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544521.28,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544627.115,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544643.941,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544950.17,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578544972.578,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578545362.989,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578545963.503,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578554675.76,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578554682.606,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578554976.809,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578554988.091,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578555959.184,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578555969.629,100,5,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578557003.898,100,2,2,2
jd9INuQ5BBlW,3p83yASkOb_B,1578557013.845,100,5,2,2
jd9INuQ5BBlW,OWd1Uau8POix,1578528146.105,79,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578528242.307,79,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578528400.104,78,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578528978.855,78,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578529251.144,77,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578529750.367,77,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578529829.571,76,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578529835.13,76,3,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578529835.501,76,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578529858.494,77,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578529925.188,78,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578530015.024,79,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578530075.018,80,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578530192.033,81,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578530195.029,82,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578530315.032,83,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578530316.832,84,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578530435.044,85,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578530495.044,86,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578530555.038,87,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578530615.03,88,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578530675.031,89,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578530795.031,90,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578530915.037,91,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578530975.767,92,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578531095.03,93,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578531215.037,94,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578531335.041,95,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578531455.017,96,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578531635.03,97,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578531815.017,98,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578531935.028,99,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578532042.73,100,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578532415.032,100,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578533255.022,100,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578533552.785,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578534155.021,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578535055.027,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578535954.994,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578536855.03,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578537755.037,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578538655.031,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578539555.018,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578540455.031,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578541355.025,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578542255.037,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578543215.007,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578544055.028,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578544955.028,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578545855.026,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578546755.04,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578547655.037,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578548555.032,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578549455.023,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578550415.006,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578551255.035,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578552214.995,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578553235.043,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578553955.036,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578554855.033,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578555755.013,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578556655.014,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578557614.99,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578558455.035,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578559355.011,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578560255.044,100,5,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578560305.058,100,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578560863.847,99,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578562104.97,98,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578563304.966,97,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578564504.965,96,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578566107.925,95,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578566904.964,94,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578568371.308,93,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578569304.963,92,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578571704.964,91,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578572304.984,90,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578572904.958,89,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578572972.116,89,3,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578572972.539,89,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578573032.051,90,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578573272.049,91,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578573392.049,92,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578573632.05,93,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578573752.051,94,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578573992.051,95,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578574172.074,96,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578574412.048,97,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578574652.053,98,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578574772.058,99,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578574892.17,100,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578575552.043,100,2,2,1
jd9INuQ5BBlW,OWd1Uau8POix,1578576134.05,100,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578576733.946,100,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578577052.455,99,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578577539.28,99,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578577933.968,98,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578578405.973,98,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578579133.957,97,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578579238.116,97,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578580333.942,96,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578581425.703,95,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578581971.957,95,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578582098.285,94,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578583333.935,94,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578583438.289,93,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578583748.945,93,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578584533.97,92,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578584697.32,92,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578585478.104,91,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578585513.316,91,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578586333.974,90,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578586431.832,90,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578587464.796,89,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578588694.053,89,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578588781.979,88,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578589333.934,88,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578589630.586,87,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578589933.925,87,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578590605.055,86,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578591551.863,85,3,2,0
jd9INuQ5BBlW,OWd1Uau8POix,1578592511.806,84,3,2,0
