time,double_latitude,double_longitude,double_speed,user
1364915009,43.7066735,-72.2890636,0.0,gps_u01
1364916209,43.7066667,-72.2890422,0.0,gps_u01
1364917409,43.7066726,-72.2891241,0.0,gps_u01
1364918609,43.7066758,-72.2891353,0.0,gps_u01
1364919809,43.7066666,-72.2891323,0.0,gps_u01
1364921009,43.7066688,-72.2891378,0.0,gps_u01
1364922212,43.7031336,-72.2905347,0.0,gps_u01
1364923409,43.7029802,-72.2909301,0.0,gps_u01
1364924428,43.70193389,-72.28956045,0.0,gps_u01
1364925809,43.70394,-72.2892047,0.0,gps_u01
1364927009,43.7066385,-72.2890531,0.0,gps_u01
1364928209,43.7066907,-72.2892467,0.0,gps_u01
1364929409,43.706636,-72.2890665,0.0,gps_u01
1364930609,43.7066839,-72.2889678,0.0,gps_u01
1364931809,43.7066538,-72.2889702,0.0,gps_u01
1364933009,43.7066385,-72.2890527,0.0,gps_u01
1364934209,43.7066625,-72.2890248,0.0,gps_u01
1364935409,43.7066378,-72.2890527,0.0,gps_u01
1364936609,43.7066529,-72.2890237,0.0,gps_u01
1364937809,43.7066678,-72.2889382,0.0,gps_u01
1364939009,43.706597,-72.2890177,0.0,gps_u01
1364940209,43.7066789,-72.2892115,0.0,gps_u01
1364941409,43.7066387,-72.2890736,0.0,gps_u01
1364942609,43.7066289,-72.2891027,0.0,gps_u01
1364943809,43.7066348,-72.2891442,0.0,gps_u01
1364945009,43.70668,-72.2890614,0.0,gps_u01
1364945014,43.70668,-72.2890614,0.0,gps_u01
1364947411,43.7016579,-72.2881493,0.0,gps_u01
1364948609,43.7015651,-72.2880343,0.0,gps_u01
1364949809,43.7066522,-72.2890232,0.0,gps_u01
1364951009,43.7067611,-72.28913,0.0,gps_u01
1364952209,43.7067002,-72.2892599,0.0,gps_u01
1364953409,43.7066526,-72.2889873,0.0,gps_u01
1364954609,43.7066371,-72.2891122,0.0,gps_u01
1364955810,43.7043027,-72.294976,0.0,gps_u01
1364957010,43.7042977,-72.2949659,0.0,gps_u01
1364958209,43.7043322,-72.2950405,0.0,gps_u01
1364959409,43.7043336,-72.2950124,0.0,gps_u01
1364960609,43.7043384,-72.2950443,0.0,gps_u01
1364961810,43.7043087,-72.2950012,0.0,gps_u01
1364963009,43.7043319,-72.2950178,0.0,gps_u01
1364964209,43.7043166,-72.2950186,0.0,gps_u01
1364965409,43.7043246,-72.2950154,0.0,gps_u01
1364966609,43.7043105,-72.2949805,0.0,gps_u01
1364967809,43.7043328,-72.2950069,0.0,gps_u01
1364969009,43.7066637,-72.2890108,0.0,gps_u01
1364970209,43.7066353,-72.2891207,0.0,gps_u01
1364971409,43.7066384,-72.2890522,0.0,gps_u01
1364972609,43.7066681,-72.2891162,0.0,gps_u01
1364973809,43.706654,-72.2890784,0.0,gps_u01
